"","pan.samplesID","cancer.type","Subtype_mRNA","Subtype_DNAmeth","Subtype_protein","Subtype_miRNA","Subtype_CNA","Subtype_Integrative","Subtype_other","Subtype_Selected"
"408","TCGA-E2-A158-11A-22R-A12D-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"409","TCGA-BH-A0DD-11A-23R-A12P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"410","TCGA-BH-A1EO-11A-31R-A137-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"411","TCGA-BH-A0B5-11A-23R-A12P-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"412","TCGA-A7-A13G-11A-51R-A13Q-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"413","TCGA-E9-A1NF-11A-73R-A14D-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"414","TCGA-A7-A0D9-11A-53R-A089-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"415","TCGA-A7-A0DB-11A-33R-A089-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"416","TCGA-BH-A0B8-11A-41R-A089-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"417","TCGA-E9-A1RC-11A-33R-A157-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"418","TCGA-E9-A1RF-11A-32R-A157-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"419","TCGA-E2-A1LS-11A-32R-A157-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"420","TCGA-E9-A1RI-11A-41R-A169-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"421","TCGA-GI-A2C8-11A-22R-A16F-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"422","TCGA-A8-A07B-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"423","TCGA-A8-A08B-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"424","TCGA-A8-A08P-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"425","TCGA-A8-A094-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"426","TCGA-A8-A09T-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"427","TCGA-AO-A03O-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"428","TCGA-BH-A0DZ-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"429","TCGA-A2-A04P-01A-31R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"430","TCGA-A2-A04Q-01A-21R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"431","TCGA-A2-A04T-01A-21R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"432","TCGA-A2-A04V-01A-21R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"433","TCGA-AN-A041-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"434","TCGA-AN-A046-01A-21R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"435","TCGA-AN-A04A-01A-21R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"436","TCGA-AN-A04C-01A-21R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"437","TCGA-AN-A04D-01A-21R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"438","TCGA-AO-A03T-01A-21R-A034-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"439","TCGA-AQ-A04J-01A-02R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"440","TCGA-A7-A0CH-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"441","TCGA-A8-A06T-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"442","TCGA-A8-A07F-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"443","TCGA-A8-A081-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"444","TCGA-A8-A08C-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"445","TCGA-A8-A08T-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"446","TCGA-AN-A0AJ-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"447","TCGA-AN-A0AS-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"448","TCGA-AO-A03P-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"449","TCGA-A8-A07I-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"450","TCGA-A8-A082-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"451","TCGA-A8-A08F-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"452","TCGA-A8-A08X-01A-21R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"453","TCGA-A8-A09K-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"454","TCGA-A8-A09X-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"455","TCGA-BH-A0AY-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"456","TCGA-A8-A06X-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"457","TCGA-A8-A07J-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"458","TCGA-A8-A092-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"459","TCGA-A8-A09C-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"460","TCGA-A8-A09Q-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"461","TCGA-A8-A0A7-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"462","TCGA-A2-A04X-01A-21R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"463","TCGA-A2-A04Y-01A-21R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"464","TCGA-A2-A0CM-01A-31R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"465","TCGA-A2-A0CQ-01A-21R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"466","TCGA-A2-A0CU-01A-12R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"467","TCGA-A8-A06Q-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"468","TCGA-A8-A07C-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"469","TCGA-A7-A0CD-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"470","TCGA-A7-A0DB-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"471","TCGA-A8-A06O-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"472","TCGA-A8-A076-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"473","TCGA-A8-A07P-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"474","TCGA-A8-A086-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"475","TCGA-A8-A08J-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"476","TCGA-A8-A07G-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"477","TCGA-A8-A07R-01A-21R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"478","TCGA-A8-A07S-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"479","TCGA-A8-A07U-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"480","TCGA-A8-A08R-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"481","TCGA-A8-A08S-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"482","TCGA-A8-A097-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"483","TCGA-A8-A09V-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"484","TCGA-A8-A0A2-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"485","TCGA-A8-A0AB-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"486","TCGA-AN-A0AM-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"487","TCGA-AN-A0AT-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"488","TCGA-BH-A0BD-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"489","TCGA-A8-A09B-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"490","TCGA-A8-A0A4-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"491","TCGA-AN-A0AL-01A-11R-A00Z-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"492","TCGA-AN-A0FV-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"493","TCGA-BH-A0BV-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"494","TCGA-A8-A06Y-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"495","TCGA-A8-A07L-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"496","TCGA-A8-A08H-01A-21R-A00Z-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"497","TCGA-A8-A090-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"498","TCGA-A8-A09A-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"499","TCGA-A8-A09N-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"500","TCGA-A8-A0A1-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"501","TCGA-AN-A049-01A-21R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"502","TCGA-A7-A0CE-01A-11R-A00Z-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"503","TCGA-A7-A0DC-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"504","TCGA-A8-A06P-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"505","TCGA-A8-A079-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"506","TCGA-A8-A07W-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"507","TCGA-AN-A0AK-01A-21R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"508","TCGA-AN-A0FJ-01A-11R-A00Z-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"509","TCGA-A2-A0CY-01A-12R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"510","TCGA-A2-A0CZ-01A-11R-A034-07","BRCA","Normal",NA,NA,NA,NA,NA,NA,"BRCA.Normal"
"511","TCGA-A2-A0D1-01A-11R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"512","TCGA-A2-A0D2-01A-21R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"513","TCGA-A2-A0EM-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"514","TCGA-A2-A0EO-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"515","TCGA-A2-A0EQ-01A-11R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"516","TCGA-A2-A0ER-01A-21R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"517","TCGA-A8-A08L-01A-11R-A00Z-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"518","TCGA-A8-A093-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"519","TCGA-A8-A09D-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"520","TCGA-A8-A09R-01A-11R-A00Z-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"521","TCGA-A8-A0A9-01A-11R-A00Z-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"522","TCGA-BH-A0E7-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"523","TCGA-BH-A0EB-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"524","TCGA-BH-A0EE-01A-11R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"525","TCGA-A1-A0SE-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"526","TCGA-A2-A0ST-01A-12R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"527","TCGA-A2-A0SU-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"528","TCGA-A2-A0T2-01A-11R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"529","TCGA-A2-A0T4-01A-31R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"530","TCGA-AR-A0TT-01A-31R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"531","TCGA-AR-A0TV-01A-21R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"532","TCGA-B6-A0RM-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"533","TCGA-B6-A0RN-01A-12R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"534","TCGA-BH-A0DH-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"535","TCGA-BH-A0DQ-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"536","TCGA-AO-A0JJ-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"537","TCGA-AO-A0JL-01A-11R-A056-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"538","TCGA-AO-A0JM-01A-21R-A056-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"539","TCGA-B6-A0IK-01A-12R-A056-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"540","TCGA-B6-A0RE-01A-11R-A056-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"541","TCGA-B6-A0RG-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"542","TCGA-B6-A0RI-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"543","TCGA-BH-A0AW-01A-11R-A056-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"544","TCGA-BH-A0B1-01A-12R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"545","TCGA-BH-A0B3-01A-11R-A056-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"546","TCGA-BH-A0B8-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"547","TCGA-BH-A0BA-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"548","TCGA-BH-A0BJ-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"549","TCGA-BH-A0RX-01A-21R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"550","TCGA-A2-A0CT-01A-31R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"551","TCGA-A2-A0EU-01A-22R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"552","TCGA-A7-A0D9-01A-31R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"553","TCGA-A8-A08O-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"554","TCGA-A8-A0A6-01A-12R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"555","TCGA-A8-A0AD-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"556","TCGA-AO-A03L-01A-41R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"557","TCGA-AO-A0JA-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"558","TCGA-AO-A0JC-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"559","TCGA-AO-A0JD-01A-11R-A056-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"560","TCGA-AO-A0JE-01A-11R-A056-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"561","TCGA-AO-A0JF-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"562","TCGA-AO-A0JI-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"563","TCGA-BH-A0BM-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"564","TCGA-BH-A0C0-01A-21R-A056-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"565","TCGA-BH-A0DK-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"566","TCGA-BH-A0DP-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"567","TCGA-BH-A0DS-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"568","TCGA-BH-A0E0-01A-11R-A056-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"569","TCGA-BH-A0E1-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"570","TCGA-BH-A0E2-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"571","TCGA-BH-A0GY-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"572","TCGA-BH-A0GZ-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"573","TCGA-BH-A0H0-01A-11R-A056-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"574","TCGA-BH-A0H6-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"575","TCGA-BH-A0H9-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"576","TCGA-BH-A0HB-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"577","TCGA-BH-A0HF-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"578","TCGA-A1-A0SO-01A-22R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"579","TCGA-A1-A0SP-01A-11R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"580","TCGA-A2-A0T0-01A-22R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"581","TCGA-A2-A0T1-01A-21R-A084-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"582","TCGA-A8-A075-01A-11R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"583","TCGA-AO-A0JG-01A-31R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"584","TCGA-AR-A0TQ-01A-11R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"585","TCGA-AR-A0TR-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"586","TCGA-B6-A0RL-01A-11R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"587","TCGA-B6-A0RU-01A-11R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"588","TCGA-B6-A0RV-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"589","TCGA-BH-A0BC-01A-22R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"590","TCGA-A1-A0SK-01A-12R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"591","TCGA-A1-A0SM-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"592","TCGA-A2-A0SX-01A-12R-A084-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"593","TCGA-A2-A0SY-01A-31R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"594","TCGA-A1-A0SH-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"595","TCGA-A1-A0SJ-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"596","TCGA-A2-A0EN-01A-13R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"597","TCGA-A2-A0SV-01A-11R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"598","TCGA-A2-A0SW-01A-11R-A084-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"599","TCGA-A2-A0T5-01A-21R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"600","TCGA-A2-A0T6-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"601","TCGA-AR-A0TW-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"602","TCGA-AR-A0TX-01A-11R-A084-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"603","TCGA-B6-A0RO-01A-22R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"604","TCGA-B6-A0RP-01A-21R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"605","TCGA-BH-A0HI-01A-11R-A084-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"606","TCGA-BH-A0HK-01A-11R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"607","TCGA-BH-A0HX-01A-21R-A056-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"608","TCGA-BH-A0HY-01A-11R-A056-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"609","TCGA-B6-A0I2-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"610","TCGA-B6-A0I5-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"611","TCGA-B6-A0I6-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"612","TCGA-B6-A0I8-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"613","TCGA-B6-A0I9-01A-11R-A034-07","BRCA","Her2",NA,NA,NA,NA,NA,NA,"BRCA.Her2"
"614","TCGA-B6-A0IA-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"615","TCGA-B6-A0IB-01A-11R-A034-07","BRCA","LumB",NA,NA,NA,NA,NA,NA,"BRCA.LumB"
"616","TCGA-B6-A0IC-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"617","TCGA-B6-A0IE-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"618","TCGA-B6-A0IG-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
"619","TCGA-B6-A0IJ-01A-11R-A034-07","BRCA","Basal",NA,NA,NA,NA,NA,NA,"BRCA.Basal"
"620","TCGA-BH-A0HO-01A-11R-A034-07","BRCA","LumA",NA,NA,NA,NA,NA,NA,"BRCA.LumA"
